text,label,label_text
 good deal im doing good thank u   the one about me loving my mom,2,positive
 nobobys behind i think i lead with  so far,2,positive
 ahhhh  the the wonderful track adaptor,2,positive
 glad you liked the quote integrity  it was in one of my more productive moments,2,positive
 you drank it on the sly didnt you and thats why youre asking i know how you are,0,negative
hey  wow cheers for the insight ppl  looks fun oh im just stunnedits aweomse   robluketic live  httpustreamwv,2,positive
im sick of waking up and feeling exhausted,0,negative
whoops  i got sunburnt,0,negative
thanks for the props,2,positive
piecing a photo quilt for boeing employees to be hung in huntington beach sadly many people in the quilt pics are now laid off,0,negative
 thank you for the retweet,2,positive
 awww bb you sound lonely  i want to drive up therefly and snuggle you too,0,negative
i have been married  year to the most wonderful man,2,positive
google wave looks cool i should be working for these guys i came up with some of these ideas years ago  httptinyurlcommgp,2,positive
 i cant  has blocked me  i cant even request,0,negative
wants see my friends   httpplurkcompwxnwa,2,positive
with harry baked love you cassie but youre not online,2,positive
 that sounds cool and youre paying  even better,2,positive
its car crash tv at its worst,0,negative
oh no zombiepix dont follow me anymore need someone to cheer me up,2,positive
happy mothers day everybody,2,positive
 im good,2,positive
im bummed that i didnt get tedx tickets,0,negative
so much to do by  pm i dont think im going to get it all done,0,negative
 actually find something theyll like its easy to get a good gift with a lot of money tbh nowhere near as personal though,2,positive
is sad yo hear about ashleycat,0,negative
showered in icecold water sweating now means one thing im sick,0,negative
watching freo on a sunday arvo is a good hobby,2,positive
well hopefully the rest of the day gets better,2,positive
its awsome when you know that you know that you know,2,positive
a message from  could you let people know i have been booted off,0,negative
good day all lets see what we can get accomplished today together,2,positive
aww i heard i just missed you two    ,0,negative
vacation over  looking forward to the next one,2,positive
 xd  hello thats an important date,2,positive
 sweet deal i so want to see that movie methinks we may have to do a star trek movie night some time hmm,2,positive
the rain makes me sad its like i want to kill myself,0,negative
 thanks  i will try,2,positive
tomorrow is mothers day what did you get for your moms if you dont have a gift just tell her that you love her,2,positive
would really like to not be at work and instead taking a nap,2,positive
gettin some fuel too bad no one is reading this,0,negative
going to bed early got a lot of important women to visit for mothers day tomorrow ps as of midnight tonight happy bday boo bear,2,positive
 lol you know me i aim to please,2,positive
 yes nag twitter haha  thanks lm,2,positive
 good luck with your auction,2,positive
 ok oops sorry,0,negative
 congratulations on winning the indie award,2,positive
_star v good i thought you were registered na,2,positive
 i wish i can see that they have cnn here again with no volume,2,positive
  it wont let me vote even tho im signed in,0,negative
_nash badumtish  you win,2,positive
i like taking my dogs with me in the car when i run errands they are always excited to go anywhere like this morning to krogers,2,positive
addin to that last comment was spose to be going to see the jonas brothers d movie but guess what i couldnt go aswell cos im sick,0,negative
 dude you didnt even say bye,0,negative
 wow  thats one deep sleep  wish i could sleep like that one little noise and im awake,2,positive
ugh i have a hedache i may be cheap but   i still have class with how i roll,0,negative
 i love cobra starship  thanks for the suggestion,2,positive
happy mommys day,2,positive
 i like that term today list  better than todo list,2,positive
photo i like da cooolooorss and the composition is great  scribkin httptumblrcomxybqwcb,2,positive
 lmaoha no i just simply wanted to go to ny,2,positive
 my film didnt come out  the camera was broken lamesauce,0,negative
_truesdale lmao you a mess  im gonna be in atl in a few weeks,0,negative
sad i dont know what to do with my life everything i have done since the age of  has been towards healthcare and nursing,0,negative
push was amazing,2,positive
i really miss my satan kitty,0,negative
 thanks for trying,2,positive
 holy cute dexter has already lost his kitten face  gettin a chunky butt since we got back from qld too haha,2,positive
ugh i hate photobucket an amazing place to edit pictures is wwwpicnikcom  i use it alll the time,0,negative
 ugh tis so warm outside too  unfair i want to go read and pack,0,negative
 shes unassuming and unpretentious shes just as i suppose thats why shes so endearingbecause we can relate to her,2,positive
 i didnt hit the right button or what i wrote on the sheat tho that i thought it was the cafe currency button im sorry,0,negative
its so nice i luv kellyshes such an amazing singer  luv her,2,positive
 thats too bad,0,negative
 thank you jonathan i am the proud mommy to a  yr old girl and a  yr old boy,2,positive
 noo sorry my loveafter that im going to pop about  zyrtec and go to sleep,0,negative
lost my tooth day whilst i was eating gumoww,0,negative
 heyy i finally got one too  oh and good luck on your finals today,2,positive
 hey jkwish evenlyn a happy mothers day tomora for mei had a great day my gift will be tickets to see yas ere in oz,2,positive
 it can only get better,2,positive
watching run fat boy runhaha its soo funny,2,positive
this day has beasted me,0,negative
please ignore cheesey music,0,negative
its so sad,0,negative
 wow great to know a piece of software ensures our timely project delivery  productnamingrulez,2,positive
 u witch im upstate in a  hick dry county so no alcohol or ethnic food  im crying,0,negative
already know im gonna miss josh next week my mom needs more surgery work sucks not a good day oh and my tum tum hurts,0,negative
goodnight,2,positive
  awww for me i just think shes tooo young or just not ready for it  tis painful to watch her so upset,0,negative
 yo u cant love  twin and not the other lol,2,positive
done some positive affirmation now back to the japanese yay for bank holiday monday,2,positive
feeling special  lookinghim first guy to give me flowers,2,positive
 lovin your performance on snl tonight so  funny,2,positive
 time to leave a passive agressive note to the owners  its not the dogs fault its their  owners,0,negative
got in a fist fight with a old biker guyand how dare you even ask yes i kicked his ,0,negative
